id	 x	 y	 z	from	to	 sample_length	 moisture	 CO2	 tefra	lithological_code_ALPHA	 KThI	lithological_code
178/280	-13035	19142	670.12	186.1	192.6	6.5	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	0.4	1.3	0.9	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	1.3	14	12.7	NaN	NaN	NaN	HD	NaN	3
178/276	-13178	19282	669.36	14	39	25	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	39	53	14	NaN	NaN	NaN	SG	NaN	5
178/276	-13178	19282	669.36	53	63	10	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	63	65.5	2.5	NaN	NaN	NaN	HD	NaN	3
178/276	-13178	19282	669.36	65.5	71.5	6	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	71.5	86.5	15	NaN	NaN	NaN	SG	NaN	5
178/276	-13178	19282	669.36	86.5	96	9.5	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	96	96.9	0.9	51.6	NaN	26.11	CO	1750	2
178/276	-13178	19282	669.36	96.9	98.05	1.15	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	98.05	98.8	0.75	55.4	NaN	32.21	CO	1400	2
178/276	-13178	19282	669.36	98.8	99.15	0.35	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	99.15	99.55	0.4	52.1	NaN	35	CO	NaN	2
178/276	-13178	19282	669.36	99.55	100	0.45	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	100	100.85	0.85	51	NaN	24.11	CO	1835	2
178/276	-13178	19282	669.36	100.85	101.65	0.8	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	101.65	102.25	0.6	54	NaN	20.61	CO	1770	2
178/276	-13178	19282	669.36	102.25	103.6	1.35	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	103.6	104	0.4	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	104	105.6	1.6	58.6	NaN	33.61	CO	1235	2
178/276	-13178	19282	669.36	105.6	107.6	2	57.5	NaN	24.71	CO	1500	2
178/276	-13178	19282	669.36	107.6	110.45	2.85	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	110.45	112.6	2.15	61	NaN	16.81	CO	1500	2
178/276	-13178	19282	669.36	112.6	113.9	1.3	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	113.9	114.85	0.95	59.5	NaN	20.11	CO	1505	2
178/276	-13178	19282	669.36	114.85	116.6	1.75	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	116.6	117.6	1	58.7	NaN	19.71	CO	1560	2
178/276	-13178	19282	669.36	117.6	118.3	0.7	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	118.3	120.85	2.55	55	NaN	31.01	CO	1350	2
178/276	-13178	19282	669.36	120.85	121.25	0.4	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	121.25	122.6	1.35	57.8	NaN	17.41	CO	1660	2
178/276	-13178	19282	669.36	122.6	124.15	1.55	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	124.15	124.45	0.3	52.1	NaN	35	CO	NaN	2
178/276	-13178	19282	669.36	124.45	131.1	6.65	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	131.1	131.6	0.5	56.1	NaN	17.71	CO	1740	2
178/276	-13178	19282	669.36	131.6	133	1.4	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	133	135.1	2.1	57	NaN	17.01	CO	1710	2
178/276	-13178	19282	669.36	135.1	136.1	1	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	136.1	136.6	0.5	58.2	NaN	15.91	CO	1670	2
178/276	-13178	19282	669.36	136.6	137.1	0.5	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	137.1	137.3	0.2	52.1	NaN	35	CO	NaN	2
178/276	-13178	19282	669.36	137.3	138.3	1	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	138.3	140.6	2.3	60.8	NaN	14.11	CO	1570	2
178/276	-13178	19282	669.36	140.6	141.25	0.65	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	141.25	144.6	3.35	60.7	NaN	16.91	CO	1520	2
178/276	-13178	19282	669.36	144.6	147.6	3	58.8	NaN	22.31	CO	1485	2
178/276	-13178	19282	669.36	147.6	149.6	2	57.6	NaN	26.31	CO	1455	2
178/276	-13178	19282	669.36	149.6	151.95	2.35	58.2	NaN	25.81	CO	1435	2
178/276	-13178	19282	669.36	151.95	154	2.05	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	154	154.6	0.6	53.8	NaN	28.91	CO	1560	2
178/276	-13178	19282	669.36	154.6	155.3	0.7	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	155.3	157.1	1.8	56.6	NaN	23.91	CO	1550	2
178/276	-13178	19282	669.36	157.1	157.6	0.5	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	157.6	159.4	1.8	57.2	NaN	26.81	CO	1460	2
178/276	-13178	19282	669.36	159.4	159.7	0.3	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	159.7	161.7	2	59.2	NaN	19.01	CO	1540	2
178/276	-13178	19282	669.36	161.7	164.35	2.65	58.2	NaN	21.61	CO	1535	2
178/276	-13178	19282	669.36	164.35	167.6	3.25	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	167.6	169.6	2	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	169.6	170.45	0.85	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	170.45	173.5	3.05	56.5	NaN	17.91	CO	1715	2
178/276	-13178	19282	669.36	173.5	174.2	0.7	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	174.2	176.9	2.7	58.2	NaN	19.91	CO	1570	2
178/276	-13178	19282	669.36	176.9	177.5	0.6	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	177.5	180.05	2.55	54.3	NaN	29.81	CO	1525	2
178/276	-13178	19282	669.36	180.05	180.2	0.15	54.3	NaN	29.81	SG	1525	5
178/276	-13178	19282	669.36	180.2	180.65	0.45	54.3	NaN	29.81	CO	1525	2
178/276	-13178	19282	669.36	180.65	180.9	0.25	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	180.9	183.55	2.65	61	NaN	21.31	CO	1405	2
178/276	-13178	19282	669.36	183.55	184	0.45	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	184	184.9	0.9	55.4	NaN	30.81	CO	1325	2
178/276	-13178	19282	669.36	184.9	185.55	0.65	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	185.55	187.1	1.55	NaN	NaN	NaN	AL	NaN	1
178/276	-13178	19282	669.36	187.1	187.6	0.5	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	187.6	188.7	1.1	58.5	NaN	21.91	CO	1515	2
178/276	-13178	19282	669.36	188.7	192.1	3.4	NaN	NaN	NaN	MG	NaN	4
178/276	-13178	19282	669.36	192.1	194.45	2.35	56	NaN	23.01	CO	1615	2
178/276	-13178	19282	669.36	194.45	199	4.55	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	0.4	18	17.6	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	18	24	6	NaN	NaN	NaN	HD	NaN	3
190/284	-13316	18568	662.8	24	26.2	2.2	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	26.2	30	3.8	NaN	NaN	NaN	HD	NaN	3
190/284	-13316	18568	662.8	30	54.5	24.5	NaN	NaN	NaN	SG	NaN	5
190/284	-13316	18568	662.8	54.5	71	16.5	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	71	72	1	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	72	72.7	0.7	55.5	NaN	31.01	CO	1435	2
190/284	-13316	18568	662.8	72.7	74	1.3	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	74	76	2	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	76	76.5	0.5	57	NaN	27.51	CO	1455	2
190/284	-13316	18568	662.8	76.5	77	0.5	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	77	77.6	0.6	58.9	NaN	13.31	CO	1700	2
190/284	-13316	18568	662.8	77.6	79.8	2.2	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	79.8	80	0.2	52.1	NaN	35	CO	NaN	2
190/284	-13316	18568	662.8	80	80.5	0.5	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	80.5	81.4	0.9	55.7	NaN	20.41	CO	1700	2
190/284	-13316	18568	662.8	81.4	82	0.6	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	82	82.65	0.65	58	NaN	25.71	CO	1455	2
190/284	-13316	18568	662.8	82.65	83.3	0.65	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	83.3	84	0.7	57.4	NaN	20.91	CO	1595	2
190/284	-13316	18568	662.8	84	84.4	0.4	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	84.4	85	0.6	59.5	NaN	21.21	CO	1485	2
190/284	-13316	18568	662.8	85	88	3	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	88	88.7	0.7	61.5	NaN	16.31	CO	1485	2
190/284	-13316	18568	662.8	88.7	89	0.3	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	89	89.75	0.75	60.6	NaN	16.01	CO	1550	2
190/284	-13316	18568	662.8	89.75	91.5	1.75	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	91.5	92	0.5	58.8	NaN	23.41	CO	1475	2
190/284	-13316	18568	662.8	92	93	1	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	93	93.85	0.85	58.9	NaN	23.41	CO	1465	2
190/284	-13316	18568	662.8	93.85	95.2	1.35	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	95.2	98.4	3.2	54	NaN	33.21	CO	1445	2
190/284	-13316	18568	662.8	98.4	108.5	10.1	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	108.5	109	0.5	61.6	NaN	12.41	CO	1570	2
190/284	-13316	18568	662.8	109	110.5	1.5	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	110.5	112.45	1.95	58.5	NaN	16.81	CO	1640	2
190/284	-13316	18568	662.8	112.45	113	0.55	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	113	113.7	0.7	61.2	NaN	14.31	CO	1555	2
190/284	-13316	18568	662.8	113.7	115	1.3	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	115	116.75	1.75	61	NaN	15.51	CO	1540	2
190/284	-13316	18568	662.8	116.75	117.6	0.85	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	117.6	118.35	0.75	60.9	NaN	15.91	CO	1530	2
190/284	-13316	18568	662.8	118.35	119	0.65	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	119	120	1	60.3	NaN	24.91	CO	1360	2
190/284	-13316	18568	662.8	120	121	1	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	121	123	2	57.4	NaN	28.21	CO	1425	2
190/284	-13316	18568	662.8	123	123.7	0.7	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	123.7	125	1.3	57.8	NaN	31.41	CO	1325	2
190/284	-13316	18568	662.8	125	125.7	0.7	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	125.7	127	1.3	57	NaN	31.91	CO	1350	2
190/284	-13316	18568	662.8	127	127.45	0.45	NaN	NaN	NaN	AL	NaN	1
190/284	-13316	18568	662.8	127.45	128	0.55	57	NaN	37.61	CO	1205	2
190/284	-13316	18568	662.8	128	131.35	3.35	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	131.35	132.8	1.45	57.3	NaN	30.81	CO	1355	2
190/284	-13316	18568	662.8	132.8	134	1.2	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	134	135	1	59.7	NaN	19.31	CO	1515	2
190/284	-13316	18568	662.8	135	143	8	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	143	143.6	0.6	60.8	NaN	20.21	CO	1440	2
190/284	-13316	18568	662.8	143.6	145	1.4	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	145	145.7	0.7	57	NaN	29.81	CO	1400	2
190/284	-13316	18568	662.8	145.7	146.5	0.8	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	146.5	150	3.5	58.1	NaN	23.81	CO	1495	2
190/284	-13316	18568	662.8	150	152.4	2.4	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	152.4	154.85	2.45	59.3	NaN	27.41	CO	1355	2
190/284	-13316	18568	662.8	154.85	155	0.15	NaN	NaN	NaN	SG	NaN	5
190/284	-13316	18568	662.8	155	157	2	59.8	NaN	23.21	CO	1430	2
190/284	-13316	18568	662.8	157	158	1	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	158	159.75	1.75	61.3	NaN	21.21	CO	1390	2
190/284	-13316	18568	662.8	159.75	166	6.25	NaN	NaN	NaN	MG	NaN	4
190/284	-13316	18568	662.8	166	167.35	1.35	58.5	NaN	24.21	CO	1460	2
190/284	-13316	18568	662.8	167.35	172	4.65	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	0.4	20	19.6	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	20	31.5	11.5	NaN	NaN	NaN	SG	NaN	5
206/284	-13877	17983	661.2	31.5	33.5	2	NaN	NaN	NaN	SG	NaN	5
206/284	-13877	17983	661.2	33.5	37	3.5	NaN	NaN	NaN	HD	NaN	3
206/284	-13877	17983	661.2	37	42	5	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	42	51.5	9.5	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	51.5	97.7	46.2	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	97.7	98.8	1.1	53.7	NaN	34.31	CO	1820	2
206/284	-13877	17983	661.2	98.8	99.15	0.35	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	99.15	99.9	0.75	53	NaN	37.21	CO	1770	2
206/284	-13877	17983	661.2	99.9	101.75	1.85	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	101.75	102.9	1.15	56.3	NaN	29.31	CO	1850	2
206/284	-13877	17983	661.2	102.9	103.1	0.2	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	103.1	105.3	2.2	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	105.3	107.6	2.3	55.4	NaN	29.91	CO	1880	2
206/284	-13877	17983	661.2	107.6	109.5	1.9	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	109.5	110.1	0.6	55.8	NaN	32.11	CO	1805	2
206/284	-13877	17983	661.2	110.1	111.8	1.7	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	111.8	112.4	0.6	56.9	NaN	23.41	CO	1980	2
206/284	-13877	17983	661.2	112.4	113.2	0.8	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	113.2	113.9	0.7	51.3	NaN	42.01	CO	1690	2
206/284	-13877	17983	661.2	113.9	114.8	0.9	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	114.8	115.7	0.9	58.7	NaN	23.51	CO	1900	2
206/284	-13877	17983	661.2	115.7	116.5	0.8	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	116.5	118.1	1.6	53.9	NaN	40.11	CO	1660	2
206/284	-13877	17983	661.2	118.1	128.4	10.3	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	128.4	129.85	1.45	48	NaN	43.81	CO	1760	2
206/284	-13877	17983	661.2	129.85	130.1	0.25	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	130.1	131.5	1.4	55	NaN	27.11	CO	1975	2
206/284	-13877	17983	661.2	131.5	131.85	0.35	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	131.85	132.9	1.05	55.8	NaN	25.21	CO	1985	2
206/284	-13877	17983	661.2	132.9	133.5	0.6	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	133.5	135.3	1.8	56.8	NaN	27.51	CO	1880	2
206/284	-13877	17983	661.2	135.3	136.1	0.8	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	136.1	139.2	3.1	53.3	NaN	35.41	CO	1835	2
206/284	-13877	17983	661.2	139.2	141.3	2.1	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	141.3	143.1	1.8	52.7	NaN	33.01	CO	1905	2
206/284	-13877	17983	661.2	143.1	153.7	10.6	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	153.7	157.1	3.4	55.2	NaN	28.41	CO	1930	2
206/284	-13877	17983	661.2	157.1	159.9	2.8	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	159.9	160.4	0.5	54	NaN	33.31	CO	1840	2
206/284	-13877	17983	661.2	160.4	163.1	2.7	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	163.1	164.4	1.3	59	NaN	26.41	CO	1815	2
206/284	-13877	17983	661.2	164.4	164.7	0.3	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	164.7	167.7	3	61.2	NaN	21.21	CO	1840	2
206/284	-13877	17983	661.2	167.7	170.1	2.4	60.3	NaN	20.21	CO	1910	2
206/284	-13877	17983	661.2	170.1	170.7	0.6	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	170.7	172.1	1.4	59	NaN	23.61	CO	1880	2
206/284	-13877	17983	661.2	172.1	172.5	0.4	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	172.5	174.1	1.6	60.5	NaN	20.51	CO	1890	2
206/284	-13877	17983	661.2	174.1	175.1	1	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	175.1	176.4	1.3	58.5	NaN	21.01	CO	1970	2
206/284	-13877	17983	661.2	176.4	176.55	0.15	58.5	NaN	21.01	SG	1970	5
206/284	-13877	17983	661.2	176.55	177	0.45	58.5	NaN	21.01	CO	1970	2
206/284	-13877	17983	661.2	177	178.1	1.1	NaN	NaN	NaN	AL	NaN	1
206/284	-13877	17983	661.2	178.1	178.8	0.7	NaN	NaN	NaN	MG	NaN	4
206/284	-13877	17983	661.2	178.8	179.5	0.7	60.5	NaN	19.51	CO	1915	2
206/284	-13877	17983	661.2	179.5	181.1	1.6	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	0	0.5	0.5	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	0.5	18	17.5	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	18	23.5	5.5	NaN	NaN	NaN	SG	NaN	5
215/260	-15034	18526	657.4	23.5	37	13.5	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	37	40.5	3.5	NaN	NaN	NaN	SG	NaN	5
215/260	-15034	18526	657.4	40.5	60.5	20	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	60.5	63.5	3	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	63.5	66.55	3.05	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	66.55	67.5	0.95	52	NaN	29.81	CO	1625	2
215/260	-15034	18526	657.4	67.5	68.1	0.6	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	68.1	69.1	1	54.6	NaN	20.81	CO	1730	2
215/260	-15034	18526	657.4	69.1	72.5	3.4	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	72.5	74.5	2	53.3	NaN	34.81	CO	1495	2
215/260	-15034	18526	657.4	74.5	77.3	2.8	56	NaN	28.71	CO	1465	2
215/260	-15034	18526	657.4	77.3	80.5	3.2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	80.5	81.5	1	60	NaN	21.61	CO	1445	2
215/260	-15034	18526	657.4	81.5	89.5	8	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	89.5	90.5	1	56.4	NaN	27.11	CO	1485	2
215/260	-15034	18526	657.4	90.5	91.5	1	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	91.5	94	2.5	52.1	NaN	35.01	CO	1470	2
215/260	-15034	18526	657.4	94	110.2	16.2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	110.2	111.5	1.3	53.6	NaN	33.21	CO	1455	2
215/260	-15034	18526	657.4	111.5	115.6	4.1	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	115.6	116.2	0.6	49	NaN	32.21	CO	1685	2
215/260	-15034	18526	657.4	116.2	117.5	1.3	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	117.5	119.5	2	57.3	NaN	21.61	CO	1575	2
215/260	-15034	18526	657.4	119.5	122.5	3	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	122.5	123.5	1	55	NaN	31.71	CO	1435	2
215/260	-15034	18526	657.4	123.5	124.5	1	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	124.5	127	2.5	53.4	NaN	34.81	CO	1425	2
215/260	-15034	18526	657.4	127	129	2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	129	130	1	54.6	NaN	34.01	CO	1390	2
215/260	-15034	18526	657.4	130	130.5	0.5	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	130.5	132.5	2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	132.5	135	2.5	53.9	NaN	32.91	CO	1450	2
215/260	-15034	18526	657.4	135	136	1	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	136	136.6	0.6	50.9	NaN	47.81	CO	1150	2
215/260	-15034	18526	657.4	136.6	137.5	0.9	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	137.5	139.1	1.6	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	139.1	141.9	2.8	56.9	NaN	27.61	CO	1455	2
215/260	-15034	18526	657.4	141.9	142.1	0.2	NaN	NaN	NaN	AL	NaN	1
215/260	-15034	18526	657.4	142.1	144.6	2.5	58.5	NaN	28.11	CO	1365	2
215/260	-15034	18526	657.4	144.6	147.5	2.9	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	147.5	148.5	1	56.9	NaN	18.91	CO	1590	2
215/260	-15034	18526	657.4	148.5	151.05	2.55	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	151.05	152.5	1.45	60	NaN	17.81	CO	1530	2
215/260	-15034	18526	657.4	152.5	154.8	2.3	60	NaN	15.41	CO	1585	2
215/260	-15034	18526	657.4	154.8	157.5	2.7	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	157.5	160.8	3.3	53.4	NaN	27.71	CO	1620	2
215/260	-15034	18526	657.4	160.8	161.1	0.3	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	161.1	163.5	2.4	55.2	NaN	29.01	CO	1505	2
215/260	-15034	18526	657.4	163.5	165.3	1.8	54.9	NaN	26.01	CO	1590	2
215/260	-15034	18526	657.4	165.3	165.5	0.2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	165.5	165.8	0.3	52.1	NaN	35	CO	NaN	2
215/260	-15034	18526	657.4	165.8	166.05	0.25	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	166.05	167.5	1.45	58.6	NaN	24.21	CO	1455	2
215/260	-15034	18526	657.4	167.5	167.8	0.3	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	167.8	168.5	0.7	56.2	NaN	24.91	CO	1555	2
215/260	-15034	18526	657.4	168.5	168.6	0.1	56.2	NaN	24.91	SG	1555	5
215/260	-15034	18526	657.4	168.6	170.85	2.25	56.2	NaN	24.91	CO	1555	2
215/260	-15034	18526	657.4	170.85	171.5	0.65	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	171.5	174.5	3	58	NaN	25.01	CO	1465	2
215/260	-15034	18526	657.4	174.5	176.5	2	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	176.5	177.5	1	55.1	NaN	27.51	CO	1535	2
215/260	-15034	18526	657.4	177.5	180.5	3	NaN	NaN	NaN	MG	NaN	4
215/260	-15034	18526	657.4	180.5	182.9	2.4	55.8	NaN	21.91	CO	1650	2
215/260	-15034	18526	657.4	182.9	188.6	5.7	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	0.4	1.5	1.1	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	1.5	18	16.5	NaN	NaN	NaN	HD	NaN	3
182/308	-12173	18009	665.09	18	37	19	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	37	40	3	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	40	44	4	NaN	NaN	NaN	SG	NaN	5
182/308	-12173	18009	665.09	44	77	33	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	77	78.4	1.4	49	NaN	43.31	CO	1350	2
182/308	-12173	18009	665.09	78.4	78.7	0.3	NaN	NaN	NaN	AL	NaN	1
182/308	-12173	18009	665.09	78.7	80	1.3	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	80	80.5	0.5	56.6	NaN	22.31	CO	1570	2
182/308	-12173	18009	665.09	80.5	82.1	1.6	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	82.1	85.35	3.25	57.2	NaN	28.01	CO	1405	2
182/308	-12173	18009	665.09	85.35	86.5	1.15	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	86.5	89.5	3	58.3	NaN	28.91	CO	1330	2
182/308	-12173	18009	665.09	89.5	92.3	2.8	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	92.3	92.95	0.65	60.9	NaN	15.21	CO	1535	2
182/308	-12173	18009	665.09	92.95	93.6	0.65	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	93.6	95.95	2.35	59	NaN	19.91	CO	1560	2
182/308	-12173	18009	665.09	95.95	96.15	0.2	NaN	NaN	NaN	MG	NaN	4
182/308	-12173	18009	665.09	96.15	96.95	0.8	59.8	NaN	16.41	CO	1570	2
182/308	-12173	18009	665.09	96.95	97.2	0.25	NaN	NaN	NaN	MG	NaN	4
