id	 x	 y	 z	from	to	 sample_length	 moisture	 CO2	 tefra	lithological_code_ALPHA	 KThI	lithological_code
222/288	-14301	17299	661.85	42	42.8	0.8	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	42.8	43	0.2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	43	47	4	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	47	48	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	48	48.7	0.7	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	48.7	49	0.3	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	49	50	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	50	51	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	51	52.7	1.7	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	52.7	54	1.3	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	54	54.2	0.2	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	54.2	58.4	4.2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	58.4	61	2.6	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	61	63	2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	63	63.6	0.6	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	63.6	65	1.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	65	65.4	0.4	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	65.4	66	0.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	66	66.4	0.4	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	66.4	67	0.6	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	67	69	2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	69	69.5	0.5	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	69.5	70	0.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	70	72	2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	72	83.3	11.3	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	83.3	84	0.7	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	84	85.6	1.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	85.6	86.5	0.9	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	86.5	88.6	2.1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	88.6	88.9	0.3	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	88.9	106.5	17.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	106.5	108	1.5	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	108	115.1	7.1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	115.1	115.8	0.7	54.8	16.5	36.51	CO	1254	2
222/288	-14301	17299	661.85	115.8	123	7.2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	123	124.4	1.4	54.9	16.4	36.41	CO	1143	2
222/288	-14301	17299	661.85	124.4	125.1	0.7	58.5	8	19.31	CO	1588	2
222/288	-14301	17299	661.85	125.1	125.6	0.5	52.1	14.8	30.91	CO	1161	2
222/288	-14301	17299	661.85	125.6	126	0.4	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	126	127.4	1.4	51.9	16.8	34.91	CO	1501	2
222/288	-14301	17299	661.85	127.4	129.1	1.7	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	129.1	129.7	0.6	55.3	10.6	23.81	CO	1673	2
222/288	-14301	17299	661.85	129.7	130.9	1.2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	130.9	131.5	0.6	53.4	14.2	30.51	CO	1547	2
222/288	-14301	17299	661.85	131.5	132	0.5	54.7	15.4	33.91	CO	1187	2
222/288	-14301	17299	661.85	132	132.7	0.7	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	132.7	133.5	0.8	54	14.2	30.81	CO	1535	2
222/288	-14301	17299	661.85	133.5	134.1	0.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	134.1	134.6	0.5	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	134.6	135	0.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	135	137	2	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	137	138	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	138	138.1	0.1	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	138.1	138.5	0.4	53.5	15.1	32.51	CO	1253	2
222/288	-14301	17299	661.85	138.5	139	0.5	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	139	140	1	50.6	17.2	34.81	CO	1340	2
222/288	-14301	17299	661.85	140	141	1	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	141	143.1	2.1	49.8	18.8	37.51	CO	1414	2
222/288	-14301	17299	661.85	143.1	144	0.9	57	14.4	33.51	CO	1293	2
222/288	-14301	17299	661.85	144	144.9	0.9	54	11.3	24.51	CO	1439	2
222/288	-14301	17299	661.85	144.9	145.9	1	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	145.9	147	1.1	50.6	16.5	33.31	CO	1416	2
222/288	-14301	17299	661.85	147	148.3	1.3	50.9	15.8	32.11	CO	1595	2
222/288	-14301	17299	661.85	148.3	151.4	3.1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	151.4	152.6	1.2	51.4	15.4	31.71	CO	1598	2
222/288	-14301	17299	661.85	152.6	171.6	19	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	171.6	174	2.4	55.4	18.7	42.01	CO	1107	2
222/288	-14301	17299	661.85	174	174.5	0.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	174.5	176	1.5	55.6	9.4	21.21	CO	1711	2
222/288	-14301	17299	661.85	176	178.6	2.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	178.6	180	1.4	52	16.4	34.11	CO	1488	2
222/288	-14301	17299	661.85	180	180.4	0.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	180.4	181.5	1.1	51.6	15.4	31.81	CO	1615	2
222/288	-14301	17299	661.85	181.5	183	1.5	54.6	10	22.01	CO	1650	2
222/288	-14301	17299	661.85	183	183.7	0.7	51.2	17.8	36.41	CO	1442	2
222/288	-14301	17299	661.85	183.7	185	1.3	49.3	18.1	35.81	CO	1384	2
222/288	-14301	17299	661.85	185	186	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	186	186.7	0.7	48.3	23.1	44.81	CO	1266	2
222/288	-14301	17299	661.85	186.7	188.3	1.6	49.6	15	29.71	CO	1712	2
222/288	-14301	17299	661.85	188.3	189.8	1.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	189.8	192	2.2	52.1	11.4	23.71	CO	1669	2
222/288	-14301	17299	661.85	192	193	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	193	194	1	49	15	29.41	CO	1487	2
222/288	-14301	17299	661.85	194	195	1	50	14.2	28.31	CO	1627	2
222/288	-14301	17299	661.85	195	195.5	0.5	54.4	10.9	23.91	CO	1444	2
222/288	-14301	17299	661.85	195.5	197.4	1.9	52.9	8.9	18.91	CO	1865	2
222/288	-14301	17299	661.85	197.4	198	0.6	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	198	199.5	1.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	199.5	201	1.5	53.8	12.9	27.91	CO	1183	2
222/288	-14301	17299	661.85	201	202.4	1.4	50.5	12.7	25.71	CO	1508	2
222/288	-14301	17299	661.85	202.4	203	0.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	203	204	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	204	205.7	1.7	52.1	10.5	22.01	CO	1773	2
222/288	-14301	17299	661.85	205.7	206	0.3	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	206	207	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	207	208	1	53	10.8	22.91	CO	1568	2
222/288	-14301	17299	661.85	208	208.5	0.5	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	208.5	209	0.5	52.9	8.7	18.51	CO	1743	2
222/288	-14301	17299	661.85	209	210	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	210	211	1	54.4	9.1	20.01	CO	1673	2
222/288	-14301	17299	661.85	211	211.7	0.7	55.8	7.9	17.91	CO	1594	2
222/288	-14301	17299	661.85	211.7	216	4.3	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	0.4	1.6	1.2	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	1.6	12	10.4	NaN	NaN	NaN	SG	NaN	5
210/288	-13863	17723	660.52	12	23.5	11.5	NaN	NaN	NaN	HD	NaN	3
210/288	-13863	17723	660.52	23.5	24	0.5	NaN	NaN	NaN	HD	NaN	3
210/288	-13863	17723	660.52	24	41	17	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	41	48	7	NaN	NaN	NaN	HD	NaN	3
210/288	-13863	17723	660.52	48	65	17	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	65	77	12	NaN	NaN	NaN	SG	NaN	5
210/288	-13863	17723	660.52	77	120	43	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	120	120.5	0.5	50.2	NaN	26.91	CO	1680	2
210/288	-13863	17723	660.52	120.5	122.7	2.2	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	122.7	123.2	0.5	56.9	NaN	32.11	CO	1470	2
210/288	-13863	17723	660.52	123.2	123.5	0.3	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	123.5	125.3	1.8	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	125.3	126.15	0.85	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	126.15	126.8	0.65	54.5	NaN	29.71	CO	1405	2
210/288	-13863	17723	660.52	126.8	137	10.2	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	137	137.5	0.5	55.7	NaN	15.51	CO	1815	2
210/288	-13863	17723	660.52	137.5	138.8	1.3	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	138.8	140.5	1.7	53.3	NaN	23.21	CO	1635	2
210/288	-13863	17723	660.52	140.5	142.9	2.4	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	142.9	145	2.1	49.4	NaN	36.81	CO	1460	2
210/288	-13863	17723	660.52	145	146	1	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	146	146.5	0.5	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	146.5	150	3.5	49.3	NaN	40.31	CO	1375	2
210/288	-13863	17723	660.52	150	151.5	1.5	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	151.5	152.5	1	51.6	NaN	21.91	CO	1725	2
210/288	-13863	17723	660.52	152.5	153.5	1	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	153.5	153.8	0.3	52.1	NaN	35	CO	NaN	2
210/288	-13863	17723	660.52	153.8	161.5	7.7	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	161.5	162.15	0.65	46.7	NaN	40.61	CO	1440	2
210/288	-13863	17723	660.52	162.15	163	0.85	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	163	163.3	0.3	52.1	NaN	35	CO	NaN	2
210/288	-13863	17723	660.52	163.3	166.75	3.45	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	166.75	168.5	1.75	52.8	NaN	31.21	CO	1465	2
210/288	-13863	17723	660.52	168.5	169	0.5	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	169	170.5	1.5	52.2	NaN	20.41	CO	1650	2
210/288	-13863	17723	660.52	170.5	171.9	1.4	NaN	NaN	NaN	AL	NaN	1
210/288	-13863	17723	660.52	171.9	174.3	2.4	53.5	NaN	27.61	CO	1520	2
210/288	-13863	17723	660.52	174.3	177	2.7	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	177	178.2	1.2	50.2	NaN	25.51	CO	1750	2
210/288	-13863	17723	660.52	178.2	180.5	2.3	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	180.5	183.5	3	52.9	NaN	25.61	CO	1595	2
210/288	-13863	17723	660.52	183.5	186.5	3	56.6	NaN	23.11	CO	1420	2
210/288	-13863	17723	660.52	186.5	189.5	3	57.9	NaN	21.01	CO	1505	2
210/288	-13863	17723	660.52	189.5	191.5	2	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	191.5	192.3	0.8	55.4	NaN	17.01	CO	1700	2
210/288	-13863	17723	660.52	192.3	193	0.7	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	193	194.35	1.35	56.2	NaN	18.21	CO	1610	2
210/288	-13863	17723	660.52	194.35	201.5	7.15	NaN	NaN	NaN	MG	NaN	4
210/288	-13863	17723	660.52	201.5	202.25	0.75	58.2	NaN	17.11	CO	1535	2
210/288	-13863	17723	660.52	202.25	202.5	0.25	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	0.4	5.5	5.1	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	5.5	9	3.5	NaN	NaN	NaN	HD	NaN	3
182/260	-13893	19692	665.9	9	20	11	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	20	23.5	3.5	NaN	NaN	NaN	SG	NaN	5
182/260	-13893	19692	665.9	23.5	27.5	4	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	27.5	61.3	33.8	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	61.3	62	0.7	54.6	NaN	33.01	CO	1430	2
182/260	-13893	19692	665.9	62	64.8	2.8	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	64.8	65.8	1	58.4	NaN	24.61	CO	1465	2
182/260	-13893	19692	665.9	65.8	66.8	1	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	66.8	67.4	0.6	56.4	NaN	31.51	CO	1390	2
182/260	-13893	19692	665.9	67.4	67.8	0.4	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	67.8	68.8	1	58.5	NaN	29.41	CO	1350	2
182/260	-13893	19692	665.9	68.8	69.6	0.8	NaN	NaN	NaN	AL	NaN	1
182/260	-13893	19692	665.9	69.6	70.5	0.9	58.3	NaN	27.91	CO	1390	2
182/260	-13893	19692	665.9	70.5	75.2	4.7	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	75.2	76	0.8	62.2	NaN	17.91	CO	1425	2
182/260	-13893	19692	665.9	76	76.8	0.8	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	76.8	77.8	1	61.3	NaN	15.51	CO	1525	2
182/260	-13893	19692	665.9	77.8	79.5	1.7	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	79.5	80.1	0.6	61.5	NaN	21.81	CO	1375	2
182/260	-13893	19692	665.9	80.1	82.3	2.2	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	82.3	83.6	1.3	59.4	NaN	25.41	CO	1405	2
182/260	-13893	19692	665.9	83.6	84.7	1.1	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	84.7	85.6	0.9	60.2	NaN	18.21	CO	1520	2
182/260	-13893	19692	665.9	85.6	86.4	0.8	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	86.4	87	0.6	59.9	NaN	21.61	CO	1460	2
182/260	-13893	19692	665.9	87	101.6	14.6	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	101.6	104.25	2.65	60.6	NaN	15.61	CO	1560	2
182/260	-13893	19692	665.9	104.25	104.95	0.7	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	104.95	105.6	0.65	61.3	NaN	17.21	CO	1490	2
182/260	-13893	19692	665.9	105.6	106.6	1	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	106.6	108.6	2	62	NaN	15.61	CO	1485	2
182/260	-13893	19692	665.9	108.6	109.9	1.3	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	109.9	111.9	2	60	NaN	20.81	CO	1475	2
182/260	-13893	19692	665.9	111.9	114.2	2.3	61.4	NaN	21.81	CO	1380	2
182/260	-13893	19692	665.9	114.2	115.6	1.4	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	115.6	117.2	1.6	59	NaN	26.21	CO	1390	2
182/260	-13893	19692	665.9	117.2	122.3	5.1	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	122.3	124.4	2.1	58.3	NaN	22.01	CO	1530	2
182/260	-13893	19692	665.9	124.4	126.5	2.1	56.5	NaN	23.21	CO	1580	2
182/260	-13893	19692	665.9	126.5	127.6	1.1	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	127.6	128.4	0.8	61	NaN	19.51	CO	1450	2
182/260	-13893	19692	665.9	128.4	129.2	0.8	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	129.2	132.2	3	59.7	NaN	18.01	CO	1550	2
182/260	-13893	19692	665.9	132.2	132.6	0.4	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	132.6	135.6	3	62.7	NaN	20.91	CO	1335	2
182/260	-13893	19692	665.9	135.6	135.8	0.2	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	135.8	137.1	1.3	54.5	NaN	21.11	CO	1745	2
182/260	-13893	19692	665.9	137.1	138.1	1	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	138.1	138.6	0.5	57.3	NaN	22.21	CO	1580	2
182/260	-13893	19692	665.9	138.6	139.2	0.6	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	139.2	140.6	1.4	62.5	NaN	21.41	CO	1335	2
182/260	-13893	19692	665.9	140.6	143.6	3	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	143.6	144.6	1	61.4	NaN	16.91	CO	1485	2
182/260	-13893	19692	665.9	144.6	144.75	0.15	NaN	NaN	NaN	SG	NaN	5
182/260	-13893	19692	665.9	144.75	147.55	2.8	61	NaN	19.81	CO	1450	2
182/260	-13893	19692	665.9	147.55	150.1	2.55	60.2	NaN	19.81	CO	1485	2
182/260	-13893	19692	665.9	150.1	151	0.9	NaN	NaN	NaN	MG	NaN	4
182/260	-13893	19692	665.9	151	151.6	0.6	59.6	NaN	17.41	CO	1575	2
182/260	-13893	19692	665.9	151.6	162	10.4	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	0.4	6	5.6	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	6	7.2	1.2	NaN	NaN	NaN	HD	NaN	3
197/273	-14025	18713	661.06	7.2	18.8	11.6	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	18.8	21.4	2.6	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	21.4	24	2.6	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	24	24.9	0.9	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	24.9	27.5	2.6	NaN	NaN	NaN	HD	NaN	3
197/273	-14025	18713	661.06	27.5	32.6	5.1	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	32.6	36	3.4	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	36	40	4	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	40	40.3	0.3	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	40.3	44	3.7	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	44	52.4	8.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	52.4	53	0.6	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	53	58.4	5.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	58.4	59	0.6	NaN	NaN	NaN	SG	NaN	5
197/273	-14025	18713	661.06	59	60.4	1.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	60.4	60.65	0.25	39.5	25.8	59.1	AL	987	1
197/273	-14025	18713	661.06	60.65	61	0.35	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	61	61.4	0.4	40.5	36.6	61.5	AL	892	1
197/273	-14025	18713	661.06	61.4	63.6	2.2	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	63.6	64	0.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	64	64.8	0.8	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	64.8	68	3.2	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	68	68.3	0.3	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	68.3	68.8	0.5	49.9	34.1	31.71	CO	1756	2
197/273	-14025	18713	661.06	68.8	71.75	2.95	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	71.75	72.5	0.75	50.3	45.3	41.91	CO	1284	2
197/273	-14025	18713	661.06	72.5	72.9	0.4	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	72.9	74	1.1	51.2	36.7	34.51	CO	1576	2
197/273	-14025	18713	661.06	74	75	1	52.5	37.5	32.51	CO	1486	2
197/273	-14025	18713	661.06	75	76	1	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	76	76.7	0.7	55	30.4	23.91	CO	1624	2
197/273	-14025	18713	661.06	76.7	77	0.3	NaN	NaN	NaN	AL	NaN	1
197/273	-14025	18713	661.06	77	78.5	1.5	54.5	28.8	26.11	CO	1717	2
197/273	-14025	18713	661.06	78.5	79	0.5	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	79	80	1	52.6	36.8	30.41	CO	1545	2
197/273	-14025	18713	661.06	80	81.4	1.4	56.5	29.4	22.71	CO	1531	2
197/273	-14025	18713	661.06	81.4	82.4	1	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	82.4	83	0.6	43.7	28.7	50.9	MG	524	4
197/273	-14025	18713	661.06	83	83.6	0.6	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	83.6	84.8	1.2	56.5	22	18.91	CO	1646	2
197/273	-14025	18713	661.06	84.8	86	1.2	50	17.6	35.11	MG	1087	4
197/273	-14025	18713	661.06	86	87	1	55.5	29.5	21.51	CO	1500	2
197/273	-14025	18713	661.06	87	88	1	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	88	89	1	51	17.9	36.61	MG	1018	4
197/273	-14025	18713	661.06	89	89.65	0.65	51	35.9	25.11	CO	1482	2
197/273	-14025	18713	661.06	89.65	91	1.35	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	91	92	1	56.2	33.2	28.11	CO	1364	2
197/273	-14025	18713	661.06	92	92.6	0.6	42.2	31.3	54.2	MG	835	4
197/273	-14025	18713	661.06	92.6	93.5	0.9	53	37.3	33.31	CO	1452	2
197/273	-14025	18713	661.06	93.5	94.4	0.9	51.5	47.3	38.71	CO	1489	2
197/273	-14025	18713	661.06	94.4	95	0.6	58.5	28.3	23.31	CO	1489	2
197/273	-14025	18713	661.06	95	96.3	1.3	54	29.1	24.31	CO	1625	2
197/273	-14025	18713	661.06	96.3	98	1.7	47.8	22.9	43.9	MG	815	4
197/273	-14025	18713	661.06	98	98.3	0.3	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	98.3	98.8	0.5	50.6	36	32.51	CO	1531	2
197/273	-14025	18713	661.06	98.8	109.3	10.5	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	109.3	110	0.7	51	41.4	31.71	CO	1448	2
197/273	-14025	18713	661.06	110	111.2	1.2	50	41.1	29.91	CO	1495	2
197/273	-14025	18713	661.06	111.2	111.5	0.3	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	111.5	113	1.5	64.2	33.1	26.51	CO	1099	2
197/273	-14025	18713	661.06	113	114.2	1.2	55	29.2	22.51	CO	1603	2
197/273	-14025	18713	661.06	114.2	114.9	0.7	50.7	48.2	30.91	CO	1230	2
197/273	-14025	18713	661.06	114.9	115.9	1	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	115.9	116	0.1	55.1	25.2	21.01	CO	1737	2
197/273	-14025	18713	661.06	116	117	1	56.8	20.9	17.81	CO	1714	2
197/273	-14025	18713	661.06	117	117.5	0.5	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	117.5	118.3	0.8	54.1	23.8	20.41	CO	1853	2
197/273	-14025	18713	661.06	118.3	119	0.7	52.5	49.7	34.5	CO	961	2
197/273	-14025	18713	661.06	119	121	2	50.6	35.5	29.21	CO	1549	2
197/273	-14025	18713	661.06	121	122	1	53.7	41.3	38.01	CO	1219	2
197/273	-14025	18713	661.06	122	123	1	53	38.1	34.21	CO	1270	2
197/273	-14025	18713	661.06	123	123.3	0.3	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	123.3	123.9	0.6	51.5	43.4	38.81	CO	1279	2
197/273	-14025	18713	661.06	123.9	125	1.1	53.8	44.5	37.31	CO	1160	2
197/273	-14025	18713	661.06	125	126	1	49.9	45.6	40.91	CO	1264	2
197/273	-14025	18713	661.06	126	127	1	46.5	26.3	49.21	AL	1129	1
197/273	-14025	18713	661.06	127	128	1	51.6	19	39.3	AL	978	1
197/273	-14025	18713	661.06	128	130	2	50.1	40.6	36.51	CO	1435	2
197/273	-14025	18713	661.06	130	132	2	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	132	133	1	52.1	NaN	35	CO	NaN	2
197/273	-14025	18713	661.06	133	133.6	0.6	NaN	NaN	NaN	MG	NaN	4
197/273	-14025	18713	661.06	133.6	134	0.4	51.4	40.5	33.21	CO	1344	2
197/273	-14025	18713	661.06	134	135.9	1.9	55	26.1	23.21	CO	1675	2
197/273	-14025	18713	661.06	135.9	137	1.1	57.5	37.7	32.51	CO	1204	2
197/273	-14025	18713	661.06	137	138.8	1.8	55.1	32	27.51	CO	1417	2
197/273	-14025	18713	661.06	138.8	140	1.2	56	35.3	26.31	CO	1287	2
197/273	-14025	18713	661.06	140	141.1	1.1	51	16	32.7	MG	950	4
